CBLAS ; MiB/s ; n
clang0 ; 1521.478 ; 8
clang0 ; 2809.268 ; 16
clang0 ; 4824.073 ; 32
clang0 ; 17214.487 ; 64
clang0 ; 24130.983 ; 128
clang0 ; 30507.073 ; 256
clang0 ; 34828.402 ; 512
clang0 ; 17108.559 ; 1024
clang0 ; 39347.762 ; 2048
clang0 ; 40183.316 ; 4096
clang0 ; 40549.405 ; 8192
clang0 ; 40792.396 ; 16384
clang0 ; 40906.528 ; 32768
clang0 ; 25216.104 ; 65536
