CBLAS ; MiB/s ; n
gcc3 ;  ; 8
gcc3 ; 3341.492 ; 16
gcc3 ; 5666.677 ; 32
gcc3 ; 8662.349 ; 64
gcc3 ; 11743.337 ; 128
gcc3 ; 32073.485 ; 256
gcc3 ; 36028.070 ; 512
gcc3 ; 38402.187 ; 1024
gcc3 ; 39703.813 ; 2048
gcc3 ; 40348.110 ; 4096
gcc3 ; 40636.706 ; 8192
gcc3 ; 40801.676 ; 16384
gcc3 ; 40867.045 ; 32768
gcc3 ; 25221.124 ; 65536
