CBLAS ; MiB/s ; n
clang3 ; 19799.608 ; 8
clang3 ; 12341.897 ; 16
clang3 ; 12303.061 ; 32
clang3 ; 8638.285 ; 64
clang3 ; 5980.433 ; 128
clang3 ; 11655.560 ; 256
clang3 ; 10924.230 ; 512
clang3 ; 10593.082 ; 1024
clang3 ; 10410.829 ; 2048
clang3 ; 10322.431 ; 4096
clang3 ; 10301.781 ; 8192
clang3 ; 10274.726 ; 16384
clang3 ; 10269.407 ; 32768
clang3 ; 10268.936 ; 65536
