CBLAS ; MiB/s ; n
gcc2 ; 5650.539 ; 8
gcc2 ; 13032.801 ; 16
gcc2 ; 11695.295 ; 32
gcc2 ; 19125.212 ; 64
gcc2 ; 5946.691 ; 128
gcc2 ; 11627.651 ; 256
gcc2 ; 10912.432 ; 512
gcc2 ; 10587.137 ; 1024
gcc2 ; 10431.348 ; 2048
gcc2 ; 10332.915 ; 4096
gcc2 ; 10306.035 ; 8192
gcc2 ; 10238.562 ; 16384
gcc2 ; 10264.951 ; 32768
gcc2 ; 10262.696 ; 65536
