CBLAS ; MiB/s ; n
gcc0 ; 1322.916 ; 8
gcc0 ; 2487.083 ; 16
gcc0 ; 4336.968 ; 32
gcc0 ; 7013.721 ; 64
gcc0 ;  ; 128
gcc0 ; 29254.967 ; 256
gcc0 ; 34205.286 ; 512
gcc0 ; 37207.099 ; 1024
gcc0 ; 39029.617 ; 2048
gcc0 ; 40054.860 ; 4096
gcc0 ; 40569.514 ; 8192
gcc0 ; 40709.988 ; 16384
gcc0 ; 40858.495 ; 32768
gcc0 ; 24882.801 ; 65536
