CBLAS ; MiB/s ; n
clang3 ; 11640.505 ; 8
clang3 ; 15584.358 ; 16
clang3 ; 12323.590 ; 32
clang3 ; 8648.260 ; 64
clang3 ; 13465.649 ; 128
clang3 ; 4029.465 ; 256
clang3 ; 10924.820 ; 512
clang3 ; 10592.963 ; 1024
clang3 ; 10411.007 ; 2048
clang3 ; 10325.372 ; 4096
clang3 ; 10297.364 ; 8192
clang3 ; 10277.143 ; 16384
clang3 ; 10265.202 ; 32768
clang3 ; 10271.597 ; 65536
