     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          24.000;           0.023;           0.000;         32;         33;       18129.485;       18518.091;       18223.741;          82.445 ( 0.452 %);    428.699
       IKJ;          24.000;           0.023;           0.000;         32;         33;        6618.455;        6793.364;        6639.556;          45.502 ( 0.685 %);   1176.660
       IEX;          24.000;           0.023;           0.000;         32;         33;        6618.758;        6763.303;        6638.839;          47.514 ( 0.716 %);   1176.787
   UNROLL4;          24.000;           0.023;           0.000;         32;         33;       11107.212;       11219.242;       11137.334;          46.987 ( 0.422 %);    701.469
   UNROLL8;          24.000;           0.023;           0.000;         32;         33;       11735.364;       11891.424;       11764.938;          49.178 ( 0.418 %);    664.049
     CBLAS;          24.000;           0.023;           0.000;         32;         33;        7655.879;        8036.606;        7693.564;          80.427 ( 1.045 %);   1015.459
