     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           1.500;           0.001;           0.000;          8;         33;        1291.485;        1298.515;        1291.864;           1.206 ( 0.093 %);    377.966
       IKJ;           1.500;           0.001;           0.000;          8;         33;        1256.273;        1351.333;        1259.829;          16.677 ( 1.324 %);    387.577
       IEX;           1.500;           0.001;           0.000;          8;         33;        1042.242;        1113.000;        1044.789;          12.278 ( 1.175 %);    467.349
   UNROLL4;           1.500;           0.001;           0.000;          8;         33;         976.667;         983.970;         982.412;           1.938 ( 0.197 %);    497.023
   UNROLL8;           1.500;           0.001;           0.000;          8;         33;         945.697;        1006.727;         950.709;          13.328 ( 1.402 %);    513.597
     CBLAS;           1.500;           0.001;           0.000;          8;         33;         197.636;         522.212;         207.718;          56.457 (27.180 %);   2350.692
