     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           6.000;           0.006;           0.000;         16;         33;        1490.970;        1562.636;        1495.082;          14.049 ( 0.940 %);   1306.367
       IKJ;           6.000;           0.006;           0.000;         16;         33;         970.606;         974.545;         970.940;           0.666 ( 0.069 %);   2011.581
       IEX;           6.000;           0.006;           0.000;         16;         33;         907.758;         974.879;         910.073;          11.641 ( 1.279 %);   2146.120
   UNROLL4;           6.000;           0.006;           0.000;         16;         33;        1501.606;        1613.333;        1505.414;          19.416 ( 1.290 %);   1297.400
   UNROLL8;           6.000;           0.006;           0.000;         16;         33;        1879.576;        1990.394;        1886.579;          21.329 ( 1.131 %);   1035.273
     CBLAS;           6.000;           0.006;           0.000;         16;         33;        1085.061;        1377.727;        1094.232;          50.892 ( 4.651 %);   1784.927
