     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         384.000;           0.375;           0.000;        128;         33;     2130469.636;     2134618.636;     2132192.006;        1201.138 ( 0.056 %);     58.625
       IKJ;         384.000;           0.375;           0.000;        128;         33;      396130.182;      397129.970;      396745.076;         212.070 ( 0.053 %);    315.064
       IEX;         384.000;           0.375;           0.000;        128;         33;      396541.879;      397174.576;      396844.409;         151.867 ( 0.038 %);    314.985
   UNROLL4;         384.000;           0.375;           0.000;        128;         33;      667600.727;      668540.091;      668013.381;         237.488 ( 0.036 %);    187.122
   UNROLL8;         384.000;           0.375;           0.000;        128;         33;      693035.152;      697227.545;      695395.996;        1627.852 ( 0.234 %);    179.754
     CBLAS;         384.000;           0.375;           0.000;        128;         33;      255192.121;      260254.667;      255547.112;         855.074 ( 0.335 %);    489.147
