     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           1.500;           0.001;           0.000;          8;         33;         542.515;         559.848;         543.278;           2.980 ( 0.549 %);    898.768
       IKJ;           1.500;           0.001;           0.000;          8;         33;         157.879;         161.515;         158.332;           0.616 ( 0.389 %);   3083.899
       IEX;           1.500;           0.001;           0.000;          8;         33;         355.515;         364.636;         355.995;           1.585 ( 0.445 %);   1371.594
   UNROLL4;           1.500;           0.001;           0.000;          8;         33;         267.152;         274.455;         269.311;           1.178 ( 0.438 %);   1813.074
   UNROLL8;           1.500;           0.001;           0.000;          8;         33;         187.303;         200.091;         188.168;           2.179 ( 1.158 %);   2594.921
     CBLAS;           1.500;           0.001;           0.000;          8;         33;         567.121;        1187.091;         586.876;         107.752 (18.360 %);    832.001
