     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           1.500;           0.001;           0.000;          8;         33;         172.424;         180.333;         173.181;           1.403 ( 0.810 %);   2819.487
       IKJ;           1.500;           0.001;           0.000;          8;         33;         285.061;         299.667;         285.715;           2.512 ( 0.879 %);   1708.978
       IEX;           1.500;           0.001;           0.000;          8;         33;         141.152;         148.455;         141.604;           1.245 ( 0.879 %);   3448.211
   UNROLL4;           1.500;           0.001;           0.000;          8;         33;         427.758;         438.697;         428.463;           1.868 ( 0.436 %);   1139.612
   UNROLL8;           1.500;           0.001;           0.000;          8;         33;         162.727;         166.970;         163.125;           0.755 ( 0.463 %);   2993.297
     CBLAS;           1.500;           0.001;           0.000;          8;         33;         194.909;         445.091;         203.246;          43.418 (21.362 %);   2402.414
