     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           1.500;           0.001;           0.000;          8;         33;         204.909;         217.970;         208.673;           3.015 ( 1.445 %);   2339.934
       IKJ;           1.500;           0.001;           0.000;          8;         33;         499.727;         510.333;         500.563;           1.788 ( 0.357 %);    975.464
       IEX;           1.500;           0.001;           0.000;          8;         33;         194.000;         199.152;         194.414;           0.863 ( 0.444 %);   2511.552
   UNROLL4;           1.500;           0.001;           0.000;          8;         33;         194.909;         199.152;         195.269;           0.712 ( 0.365 %);   2500.556
   UNROLL8;           1.500;           0.001;           0.000;          8;         33;         193.697;         196.758;         194.019;           0.507 ( 0.261 %);   2516.664
     CBLAS;           1.500;           0.001;           0.000;          8;         33;         194.606;         477.242;         203.522;          49.141 (24.145 %);   2399.151
