     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          96.000;           0.094;           0.000;         64;         33;      156949.303;      157801.242;      157300.776;         185.313 ( 0.118 %);    198.664
       IKJ;          96.000;           0.094;           0.000;         64;         33;      174192.879;      176673.000;      175481.583;         564.546 ( 0.322 %);    178.081
       IEX;          96.000;           0.094;           0.000;         64;         33;      118484.091;      122437.273;      119090.757;         662.642 ( 0.556 %);    262.405
   UNROLL4;          96.000;           0.094;           0.000;         64;         33;       72563.121;       73150.576;       72743.311;         108.924 ( 0.150 %);    429.593
   UNROLL8;          96.000;           0.094;           0.000;         64;         33;       72583.455;       72964.455;       72737.508;         107.974 ( 0.148 %);    429.627
     CBLAS;          96.000;           0.094;           0.000;         64;         33;       33485.879;       35456.515;       33646.654;         335.135 ( 0.996 %);    928.770
