     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           1.500;           0.001;           0.000;          8;         33;         464.485;         479.394;         465.382;           2.536 ( 0.545 %);   1049.205
       IKJ;           1.500;           0.001;           0.000;          8;         33;         158.152;         162.121;         158.451;           0.681 ( 0.430 %);   3081.594
       IEX;           1.500;           0.001;           0.000;          8;         33;         158.152;         161.818;         158.487;           0.618 ( 0.390 %);   3080.898
   UNROLL4;           1.500;           0.001;           0.000;          8;         33;         274.152;         276.909;         274.547;           0.456 ( 0.166 %);   1778.496
   UNROLL8;           1.500;           0.001;           0.000;          8;         33;         191.576;         207.667;         192.315;           2.759 ( 1.434 %);   2538.966
     CBLAS;           1.500;           0.001;           0.000;          8;         33;         195.818;         473.303;         204.396;          48.274 (23.618 %);   2388.901
