     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          96.000;           0.094;           0.000;         64;         33;      130193.970;      130904.091;      130410.767;         167.359 ( 0.128 %);    239.627
       IKJ;          96.000;           0.094;           0.000;         64;         33;       50685.394;       50980.788;       50799.812;          70.443 ( 0.139 %);    615.160
       IEX;          96.000;           0.094;           0.000;         64;         33;       50624.364;       51002.667;       50787.290;         105.452 ( 0.208 %);    615.311
   UNROLL4;          96.000;           0.094;           0.000;         64;         33;       84900.515;       85566.000;       85070.115;         131.711 ( 0.155 %);    367.344
   UNROLL8;          96.000;           0.094;           0.000;         64;         33;       90174.364;       90535.939;       90310.443;          83.270 ( 0.092 %);    346.029
     CBLAS;          96.000;           0.094;           0.000;         64;         33;       33486.455;       35300.758;       33614.269;         312.493 ( 0.930 %);    929.665
