     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         384.000;           0.375;           0.000;        128;         33;     2055087.000;     2058973.091;     2056230.719;         700.829 ( 0.034 %);     60.791
       IKJ;         384.000;           0.375;           0.000;        128;         33;      708076.697;      709473.879;      708440.949;         281.210 ( 0.040 %);    176.444
       IEX;         384.000;           0.375;           0.000;        128;         33;      707784.303;      752081.667;      710256.882;        8106.321 ( 1.141 %);    175.993
   UNROLL4;         384.000;           0.375;           0.000;        128;         33;      751547.939;      752729.273;      752015.433;         273.348 ( 0.036 %);    166.220
   UNROLL8;         384.000;           0.375;           0.000;        128;         33;      775452.182;      776708.788;      775933.336;         316.589 ( 0.041 %);    161.096
     CBLAS;         384.000;           0.375;           0.000;        128;         33;      255310.545;      260015.424;      255645.200;         799.598 ( 0.313 %);    488.959
