     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         384.000;           0.375;           0.000;        128;         33;     2064778.212;     2068181.879;     2066076.520;         707.809 ( 0.034 %);     60.501
       IKJ;         384.000;           0.375;           0.000;        128;         33;      808646.576;      815844.030;      809959.489;        1418.308 ( 0.175 %);    154.329
       IEX;         384.000;           0.375;           0.000;        128;         33;      809216.424;      813330.515;      809844.876;         708.231 ( 0.087 %);    154.351
   UNROLL4;         384.000;           0.375;           0.000;        128;         33;      744826.848;      748829.212;      746375.363;         899.049 ( 0.120 %);    167.476
   UNROLL8;         384.000;           0.375;           0.000;        128;         33;      746088.303;      749618.545;      747951.011;         886.015 ( 0.118 %);    167.123
     CBLAS;         384.000;           0.375;           0.000;        128;         33;      255268.333;      260358.485;      256111.365;         865.895 ( 0.338 %);    488.069
