     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          96.000;           0.094;           0.000;         64;         33;      199121.485;      200062.636;      199461.321;         195.123 ( 0.098 %);    156.672
       IKJ;          96.000;           0.094;           0.000;         64;         33;       50654.121;       51138.061;       50794.448;         100.126 ( 0.197 %);    615.225
       IEX;          96.000;           0.094;           0.000;         64;         33;       50645.636;       50924.030;       50765.938;          79.679 ( 0.157 %);    615.570
   UNROLL4;          96.000;           0.094;           0.000;         64;         33;       84841.000;       85337.697;       85019.138;          96.780 ( 0.114 %);    367.564
   UNROLL8;          96.000;           0.094;           0.000;         64;         33;       89154.879;       89654.879;       89311.456;         101.041 ( 0.113 %);    349.899
     CBLAS;          96.000;           0.094;           0.000;         64;         33;       33376.545;       35121.061;       33516.117;         295.397 ( 0.881 %);    932.387
