     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           1.500;           0.001;           0.000;          8;         33;         202.485;         209.485;         202.797;           1.211 ( 0.597 %);   2407.733
       IKJ;           1.500;           0.001;           0.000;          8;         33;         145.121;         152.091;         145.415;           1.209 ( 0.831 %);   3357.845
       IEX;           1.500;           0.001;           0.000;          8;         33;         122.636;         129.939;         123.030;           1.250 ( 1.016 %);   3968.788
   UNROLL4;           1.500;           0.001;           0.000;          8;         33;         161.818;         169.697;         162.978;           1.475 ( 0.905 %);   2995.996
   UNROLL8;           1.500;           0.001;           0.000;          8;         33;         155.424;         162.727;         157.017;           1.367 ( 0.871 %);   3109.744
     CBLAS;           1.500;           0.001;           0.000;          8;         33;         196.727;         438.697;         204.468;          42.049 (20.565 %);   2388.053
