     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          24.000;           0.023;           0.000;         32;         33;       86373.242;       87804.121;       86623.699;         243.901 ( 0.282 %);     90.189
       IKJ;          24.000;           0.023;           0.000;         32;         33;       77896.152;       78212.788;       78043.377;          76.841 ( 0.098 %);    100.105
       IEX;          24.000;           0.023;           0.000;         32;         33;       62316.606;       62642.667;       62452.472;          92.150 ( 0.148 %);    125.095
   UNROLL4;          24.000;           0.023;           0.000;         32;         33;       58412.333;       58772.364;       58617.077;          91.168 ( 0.156 %);    133.280
   UNROLL8;          24.000;           0.023;           0.000;         32;         33;       57009.667;       57526.697;       57169.604;         112.683 ( 0.197 %);    136.655
     CBLAS;          24.000;           0.023;           0.000;         32;         33;        7661.939;        8233.636;        7695.589;         100.692 ( 1.308 %);   1015.192
