     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         384.000;           0.375;           0.000;        128;         33;     2066098.273;     2077451.061;     2067662.322;        1813.570 ( 0.088 %);     60.455
       IKJ;         384.000;           0.375;           0.000;        128;         33;     1117001.212;     1119393.273;     1117996.912;         606.780 ( 0.054 %);    111.807
       IEX;         384.000;           0.375;           0.000;        128;         33;      806011.364;      807024.758;      806476.107;         306.835 ( 0.038 %);    154.995
   UNROLL4;         384.000;           0.375;           0.000;        128;         33;      571529.909;      572943.455;      572014.140;         357.082 ( 0.062 %);    218.526
   UNROLL8;         384.000;           0.375;           0.000;        128;         33;      623924.242;      661669.303;      633457.272;        9380.898 ( 1.481 %);    197.330
     CBLAS;         384.000;           0.375;           0.000;        128;         33;      256214.970;      261274.758;      256631.587;         844.132 ( 0.329 %);    487.080
