     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           6.000;           0.006;           0.000;         16;         33;        1677.364;        1779.697;        1684.567;          24.591 ( 1.460 %);   1159.423
       IKJ;           6.000;           0.006;           0.000;         16;         33;        1395.636;        1462.121;        1399.394;          14.285 ( 1.021 %);   1395.693
       IEX;           6.000;           0.006;           0.000;         16;         33;        1403.212;        1504.939;        1406.817;          17.715 ( 1.259 %);   1388.329
   UNROLL4;           6.000;           0.006;           0.000;         16;         33;        1486.727;        1588.727;        1490.336;          17.752 ( 1.191 %);   1310.527
   UNROLL8;           6.000;           0.006;           0.000;         16;         33;        1506.455;        1516.182;        1506.983;           1.750 ( 0.116 %);   1296.050
     CBLAS;           6.000;           0.006;           0.000;         16;         33;        1084.152;        1373.485;        1093.042;          50.345 ( 4.606 %);   1786.871
