     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          24.000;           0.023;           0.000;         32;         33;       15875.545;       16447.212;       15939.878;         109.875 ( 0.689 %);    490.123
       IKJ;          24.000;           0.023;           0.000;         32;         33;       10258.939;       10667.000;       10304.652;          82.327 ( 0.799 %);    758.153
       IEX;          24.000;           0.023;           0.000;         32;         33;       10502.121;       10785.697;       10573.180;          68.156 ( 0.645 %);    738.898
   UNROLL4;          24.000;           0.023;           0.000;         32;         33;       11864.667;       12118.485;       11895.834;          64.715 ( 0.544 %);    656.743
   UNROLL8;          24.000;           0.023;           0.000;         32;         33;       12032.576;       12210.788;       12064.371;          53.930 ( 0.447 %);    647.568
     CBLAS;          24.000;           0.023;           0.000;         32;         33;        7663.152;        8182.000;        7704.770;         100.892 ( 1.309 %);   1013.982
