     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           1.500;           0.001;           0.000;          8;         33;         206.121;         218.000;         206.827;           2.056 ( 0.994 %);   2360.816
       IKJ;           1.500;           0.001;           0.000;          8;         33;         465.394;         495.788;         466.690;           5.281 ( 1.132 %);   1046.265
       IEX;           1.500;           0.001;           0.000;          8;         33;         483.030;         515.818;         504.207;           5.267 ( 1.045 %);    968.415
   UNROLL4;           1.500;           0.001;           0.000;          8;         33;         195.818;         199.485;         196.163;           0.614 ( 0.313 %);   2489.155
   UNROLL8;           1.500;           0.001;           0.000;          8;         33;         192.455;         195.212;         192.666;           0.486 ( 0.252 %);   2534.344
     CBLAS;           1.500;           0.001;           0.000;          8;         33;         197.030;         474.515;         205.489;          48.295 (23.502 %);   2376.187
