     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           6.000;           0.006;           0.000;         16;         33;        1665.545;        1777.273;        1669.515;          19.405 ( 1.162 %);   1169.876
       IKJ;           6.000;           0.006;           0.000;         16;         33;        2569.061;        2741.515;        2593.343;          38.308 ( 1.477 %);    753.130
       IEX;           6.000;           0.006;           0.000;         16;         33;        1784.879;        1894.758;        1793.916;          25.373 ( 1.414 %);   1088.749
   UNROLL4;           6.000;           0.006;           0.000;         16;         33;        1451.788;        1517.091;        1459.109;          13.603 ( 0.932 %);   1338.573
   UNROLL8;           6.000;           0.006;           0.000;         16;         33;        1485.212;        1577.515;        1518.423;          14.890 ( 0.981 %);   1286.285
     CBLAS;           6.000;           0.006;           0.000;         16;         33;        1085.667;        1339.485;        1096.593;          46.070 ( 4.201 %);   1781.084
