     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           6.000;           0.006;           0.000;         16;         33;        2674.697;        2820.152;        2711.959;          36.706 ( 1.353 %);    720.190
       IKJ;           6.000;           0.006;           0.000;         16;         33;         777.515;         793.303;         778.303;           2.852 ( 0.366 %);   2509.466
       IEX;           6.000;           0.006;           0.000;         16;         33;         694.303;         703.152;         694.820;           1.509 ( 0.217 %);   2810.980
   UNROLL4;           6.000;           0.006;           0.000;         16;         33;         919.303;         945.727;         943.551;           5.771 ( 0.612 %);   2069.973
   UNROLL8;           6.000;           0.006;           0.000;         16;         33;         903.515;         906.242;         903.818;           0.479 ( 0.053 %);   2160.971
     CBLAS;           6.000;           0.006;           0.000;         16;         33;        1086.273;        1363.485;        1098.288;          50.801 ( 4.625 %);   1778.335
