     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          96.000;           0.094;           0.000;         64;         33;      143927.303;      144924.939;      144235.677;         191.087 ( 0.132 %);    216.659
       IKJ;          96.000;           0.094;           0.000;         64;         33;      134170.212;      134697.273;      134439.107;         111.379 ( 0.083 %);    232.447
       IEX;          96.000;           0.094;           0.000;         64;         33;       92655.364;       93074.333;       92858.527;         110.362 ( 0.119 %);    336.533
   UNROLL4;          96.000;           0.094;           0.000;         64;         33;       92429.788;       92959.242;       92679.791;         138.165 ( 0.149 %);    337.182
   UNROLL8;          96.000;           0.094;           0.000;         64;         33;       92030.242;       92757.667;       92404.740;         173.628 ( 0.188 %);    338.186
     CBLAS;          96.000;           0.094;           0.000;         64;         33;       33374.152;       35216.970;       33498.699;         314.725 ( 0.940 %);    932.872
