     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           6.000;           0.006;           0.000;         16;         33;       10470.848;       11335.212;       10538.807;         154.182 ( 1.463 %);    185.327
       IKJ;           6.000;           0.006;           0.000;         16;         33;        9903.424;       10025.152;        9936.624;          49.734 ( 0.501 %);    196.558
       IEX;           6.000;           0.006;           0.000;         16;         33;        8031.121;        8143.455;        8045.838;          31.645 ( 0.393 %);    242.750
   UNROLL4;           6.000;           0.006;           0.000;         16;         33;        7470.061;        8002.606;        7513.995;          93.267 ( 1.241 %);    259.932
   UNROLL8;           6.000;           0.006;           0.000;         16;         33;        7285.182;        7423.606;        7323.667;          38.877 ( 0.531 %);    266.687
     CBLAS;           6.000;           0.006;           0.000;         16;         33;        1086.273;        1406.576;        1096.142;          55.729 ( 5.084 %);   1781.817
