     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         384.000;           0.375;           0.000;        128;         33;     2130964.515;     2151955.121;     2132859.855;        3568.805 ( 0.167 %);     58.607
       IKJ;         384.000;           0.375;           0.000;        128;         33;      396272.879;      396976.939;      396661.035;         181.833 ( 0.046 %);    315.131
       IEX;         384.000;           0.375;           0.000;        128;         33;      396147.788;      397024.303;      396605.448;         179.142 ( 0.045 %);    315.175
   UNROLL4;         384.000;           0.375;           0.000;        128;         33;      663183.061;      663923.242;      663597.576;         181.208 ( 0.027 %);    188.367
   UNROLL8;         384.000;           0.375;           0.000;        128;         33;      697296.152;      698248.242;      697593.341;         248.073 ( 0.036 %);    179.187
     CBLAS;         384.000;           0.375;           0.000;        128;         33;      255350.606;      260506.030;      255805.841;         862.394 ( 0.337 %);    488.652
