     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         384.000;           0.375;           0.000;        128;         33;     7299567.667;     7305319.667;     7302132.698;        1248.393 ( 0.017 %);     17.118
       IKJ;         384.000;           0.375;           0.000;        128;         33;     7260416.636;     7266495.909;     7262872.729;        1427.784 ( 0.020 %);     17.211
       IEX;         384.000;           0.375;           0.000;        128;         33;     5838019.727;     5856743.970;     5843712.057;        6934.692 ( 0.119 %);     21.391
   UNROLL4;         384.000;           0.375;           0.000;        128;         33;     5352823.333;     5362466.273;     5357942.844;        2629.243 ( 0.049 %);     23.330
   UNROLL8;         384.000;           0.375;           0.000;        128;         33;     5318630.394;     5350980.515;     5342747.761;        7911.062 ( 0.148 %);     23.396
     CBLAS;         384.000;           0.375;           0.000;        128;         33;      255157.515;      261169.091;      255789.449;         983.931 ( 0.385 %);    488.683
