     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         384.000;           0.375;           0.000;        128;         33;     2066975.364;     2085019.515;     2068477.949;        3018.870 ( 0.146 %);     60.431
       IKJ;         384.000;           0.375;           0.000;        128;         33;      321929.788;      330630.333;      325290.120;        2477.978 ( 0.762 %);    384.272
       IEX;         384.000;           0.375;           0.000;        128;         33;      272586.879;      273231.424;      272949.421;         154.217 ( 0.057 %);    457.960
   UNROLL4;         384.000;           0.375;           0.000;        128;         33;      479105.273;      490862.182;      480236.270;        2537.594 ( 0.528 %);    260.289
   UNROLL8;         384.000;           0.375;           0.000;        128;         33;      358873.939;      359580.394;      359215.553;         174.914 ( 0.049 %);    347.980
     CBLAS;         384.000;           0.375;           0.000;        128;         33;      255404.667;      260819.061;      255923.840;         897.064 ( 0.351 %);    488.427
