     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          96.000;           0.094;           0.000;         64;         33;      199200.727;      211302.515;      199846.994;        2061.270 ( 1.031 %);    156.370
       IKJ;          96.000;           0.094;           0.000;         64;         33;       50601.606;       50901.879;       50712.973;          85.140 ( 0.168 %);    616.213
       IEX;          96.000;           0.094;           0.000;         64;         33;       50624.667;       50907.333;       50737.721;          73.462 ( 0.145 %);    615.913
   UNROLL4;          96.000;           0.094;           0.000;         64;         33;       85796.727;       86086.970;       85942.762;          85.089 ( 0.099 %);    363.614
   UNROLL8;          96.000;           0.094;           0.000;         64;         33;       88540.667;       88978.455;       88706.322;          86.698 ( 0.098 %);    352.286
     CBLAS;          96.000;           0.094;           0.000;         64;         33;       33505.576;       35521.818;       33649.673;         340.135 ( 1.011 %);    928.687
