     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           6.000;           0.006;           0.000;         16;         33;        2874.788;        3005.636;        2903.199;          29.127 ( 1.003 %);    672.749
       IKJ;           6.000;           0.006;           0.000;         16;         33;        3288.000;        3401.242;        3301.300;          30.420 ( 0.921 %);    591.623
       IEX;           6.000;           0.006;           0.000;         16;         33;        2550.848;        2662.576;        2558.455;          23.782 ( 0.930 %);    763.400
   UNROLL4;           6.000;           0.006;           0.000;         16;         33;        1219.545;        1321.273;        1223.140;          17.700 ( 1.447 %);   1596.812
   UNROLL8;           6.000;           0.006;           0.000;         16;         33;        1186.455;        1195.273;        1187.048;           1.481 ( 0.125 %);   1645.363
     CBLAS;           6.000;           0.006;           0.000;         16;         33;        1084.455;        1367.727;        1093.105;          49.300 ( 4.510 %);   1786.768
