     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          24.000;           0.023;           0.000;         32;         33;       18491.970;       19057.576;       18590.666;         110.127 ( 0.592 %);    420.238
       IKJ;          24.000;           0.023;           0.000;         32;         33;        5405.879;        5521.879;        5424.670;          34.133 ( 0.629 %);   1440.180
       IEX;          24.000;           0.023;           0.000;         32;         33;        4995.121;        5107.455;        5015.619;          38.654 ( 0.771 %);   1557.634
   UNROLL4;          24.000;           0.023;           0.000;         32;         33;        6815.212;        7381.121;        6951.848;          88.306 ( 1.270 %);   1123.802
   UNROLL8;          24.000;           0.023;           0.000;         32;         33;        6461.515;        6579.303;        6476.699;          30.525 ( 0.471 %);   1206.247
     CBLAS;          24.000;           0.023;           0.000;         32;         33;        7662.848;        8236.061;        7706.158;         104.056 ( 1.350 %);   1013.800
