     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          96.000;           0.094;           0.000;         64;         33;      705040.667;      706696.818;      705563.936;         377.550 ( 0.054 %);     44.291
       IKJ;          96.000;           0.094;           0.000;         64;         33;      620309.303;      621292.636;      620667.803;         243.595 ( 0.039 %);     50.349
       IEX;          96.000;           0.094;           0.000;         64;         33;      547399.182;      573268.606;      571883.251;        4402.185 ( 0.770 %);     54.644
   UNROLL4;          96.000;           0.094;           0.000;         64;         33;      465935.727;      466833.455;      466370.632;         205.133 ( 0.044 %);     67.007
   UNROLL8;          96.000;           0.094;           0.000;         64;         33;      452787.424;      453758.000;      453225.332;         232.342 ( 0.051 %);     68.950
     CBLAS;          96.000;           0.094;           0.000;         64;         33;       33404.788;       35305.333;       33531.560;         322.227 ( 0.961 %);    931.958
