     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           1.500;           0.001;           0.000;          8;         33;        1806.424;        1868.061;        1811.941;          13.611 ( 0.751 %);    269.480
       IKJ;           1.500;           0.001;           0.000;          8;         33;        1801.242;        1865.636;        1809.043;          18.895 ( 1.044 %);    269.911
       IEX;           1.500;           0.001;           0.000;          8;         33;        1496.424;        1554.727;        1498.661;          10.228 ( 0.682 %);    325.812
   UNROLL4;           1.500;           0.001;           0.000;          8;         33;        1404.758;        1414.485;        1406.404;           1.550 ( 0.110 %);    347.184
   UNROLL8;           1.500;           0.001;           0.000;          8;         33;        1545.030;        1690.455;        1587.579;          20.404 ( 1.285 %);    307.564
     CBLAS;           1.500;           0.001;           0.000;          8;         33;         195.818;         490.000;         205.004;          51.162 (24.957 %);   2381.817
