     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         384.000;           0.375;           0.000;        128;         33;     5759135.061;     5780155.091;     5762125.078;        3394.886 ( 0.059 %);     21.693
       IKJ;         384.000;           0.375;           0.000;        128;         33;     5032687.545;     5036708.424;     5034557.186;         818.742 ( 0.016 %);     24.828
       IEX;         384.000;           0.375;           0.000;        128;         33;     4010553.152;     4013894.848;     4011985.227;         794.640 ( 0.020 %);     31.157
   UNROLL4;         384.000;           0.375;           0.000;        128;         33;     3709035.000;     3714006.455;     3711827.421;        1138.966 ( 0.031 %);     33.676
   UNROLL8;         384.000;           0.375;           0.000;        128;         33;     3603435.364;     3608897.727;     3605367.230;        1628.051 ( 0.045 %);     34.671
     CBLAS;         384.000;           0.375;           0.000;        128;         33;      255047.606;      260391.273;      255537.505;         886.037 ( 0.347 %);    489.165
