     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          24.000;           0.023;           0.000;         32;         33;       15821.788;       16208.000;       15914.504;          90.751 ( 0.570 %);    490.904
       IKJ;          24.000;           0.023;           0.000;         32;         33;       17923.030;       18531.424;       18067.902;         132.687 ( 0.734 %);    432.397
       IEX;          24.000;           0.023;           0.000;         32;         33;       11846.152;       11976.697;       11877.723;          50.877 ( 0.428 %);    657.744
   UNROLL4;          24.000;           0.023;           0.000;         32;         33;       11043.152;       11386.212;       11161.196;          82.129 ( 0.736 %);    699.970
   UNROLL8;          24.000;           0.023;           0.000;         32;         33;       10962.091;       11369.818;       11153.010;          99.399 ( 0.891 %);    700.484
     CBLAS;          24.000;           0.023;           0.000;         32;         33;        7656.182;        8243.970;        7694.557;         105.171 ( 1.367 %);   1015.328
