     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;          24.000;           0.023;           0.000;         32;         33;      113179.606;      113746.455;      113385.731;         158.026 ( 0.139 %);     68.902
       IKJ;          24.000;           0.023;           0.000;         32;         33;      112494.091;      113052.121;      112696.605;         117.735 ( 0.104 %);     69.323
       IEX;          24.000;           0.023;           0.000;         32;         33;       90757.545;       91458.576;       90950.202;         130.183 ( 0.143 %);     85.899
   UNROLL4;          24.000;           0.023;           0.000;         32;         33;       84868.606;       85158.848;       85012.300;          75.482 ( 0.089 %);     91.898
   UNROLL8;          24.000;           0.023;           0.000;         32;         33;       84443.273;       85029.545;       84796.563;         135.644 ( 0.160 %);     92.132
     CBLAS;          24.000;           0.023;           0.000;         32;         33;        7658.636;        8240.909;        7694.877;         103.338 ( 1.343 %);   1015.286
