     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;         384.000;           0.375;           0.000;        128;         33;     2034530.545;     2047914.455;     2035837.405;        2208.774 ( 0.108 %);     61.400
       IKJ;         384.000;           0.375;           0.000;        128;         33;      274411.848;      275455.000;      275035.780;         243.032 ( 0.088 %);    454.486
       IEX;         384.000;           0.375;           0.000;        128;         33;      279494.697;      280385.758;      279863.800;         180.485 ( 0.064 %);    446.646
   UNROLL4;         384.000;           0.375;           0.000;        128;         33;      400801.667;      403346.788;      402727.872;         632.280 ( 0.157 %);    310.383
   UNROLL8;         384.000;           0.375;           0.000;        128;         33;      358758.848;      359444.394;      359097.167;         192.001 ( 0.053 %);    348.095
     CBLAS;         384.000;           0.375;           0.000;        128;         33;      254703.636;      260673.303;      255498.929;        1009.467 ( 0.395 %);    489.239
