UNROLL8 ; MiB/s
gcc0 ; 2846.866
gcc1 ; 5154.950
gcc2 ; 5155.825
gcc3 ; 5165.981
gccfast ; 15906.973
clang0 ; 2839.060
clang1 ; 11647.900
clang2 ; 11648.602
clang3 ; 5177.185
clangfast ; 30023.476
