      BASE;           0.125;           0.000;           0.000;          8;         33;          12.312;           6.061;          12.455;           6.560;           1.092 (16.648 %);   9303.931
      BASE;           0.125;           0.000;           0.000;          8;         33;          26.862;           6.061;          12.455;           6.605;           1.133 (17.150 %);   9240.551
      BASE;           0.125;           0.000;           0.000;          8;         33;          16.940;           7.879;          13.939;           8.279;           1.031 (12.455 %);   7372.148
