     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;          64.000;           0.062;           0.000;       4096;         33;     5399214.114;         762.939;         769.303;         763.305;           1.090 ( 0.143 %);  40940.391
   UNROLL4;          64.000;           0.062;           0.000;       4096;         33;      422817.890;        1021.909;        1093.879;        1025.590;          14.057 ( 1.371 %);  30470.280
   UNROLL8;          64.000;           0.062;           0.000;       4096;         33;      224734.147;        1025.545;        1089.303;        1035.534;          14.077 ( 1.359 %);  30177.681
     CBLAS;          64.000;           0.062;           0.000;       4096;         33;      220081.109;        3034.758;        3146.515;        3049.542;          35.842 ( 1.175 %);  10247.441
