     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;         256.000;           0.250;           0.000;      16384;         33;     1166005.714;        6072.909;        6208.030;        6097.556;          47.114 ( 0.773 %);  20500.015
   UNROLL4;         256.000;           0.250;           0.000;      16384;         33;     1444622.087;        5037.333;        5149.667;        5056.908;          41.109 ( 0.813 %);  24718.661
   UNROLL8;         256.000;           0.250;           0.000;      16384;         33;     1390248.476;        7726.030;        7896.939;        7755.415;          47.912 ( 0.618 %);  16117.770
     CBLAS;         256.000;           0.250;           0.000;      16384;         33;     1871583.848;       12157.030;       12405.697;       12204.062;          68.114 ( 0.558 %);  10242.491
