     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;        1024.000;           1.000;           0.001;      65536;         33;     8568557.131;       24319.242;       24809.273;       24416.490;         113.157 ( 0.463 %);  20477.964
   UNROLL4;        1024.000;           1.000;           0.001;      65536;         33;     7687925.402;       20160.576;       20611.697;       20269.095;         127.535 ( 0.629 %);  24668.097
   UNROLL8;        1024.000;           1.000;           0.001;      65536;         33;    28843445.009;       31198.545;       31731.364;       31376.519;         118.527 ( 0.378 %);  15935.484
     CBLAS;        1024.000;           1.000;           0.001;      65536;         33;    13116090.850;       48652.485;       48973.697;       48793.706;          78.244 ( 0.160 %);  10247.223
