     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;         256.000;           0.250;           0.000;      16384;         33;     1190101.584;       12151.879;       12589.697;       12204.938;          89.511 ( 0.733 %);  10241.756
   UNROLL4;         256.000;           0.250;           0.000;      16384;         33;    34281721.524;       12141.848;       12253.606;       12161.072;          40.481 ( 0.333 %);  10278.699
   UNROLL8;         256.000;           0.250;           0.000;      16384;         33;     2099482.264;       12140.939;       12283.061;       12162.570;          46.196 ( 0.380 %);  10277.433
     CBLAS;         256.000;           0.250;           0.000;      16384;         33;     1653109.907;       12158.545;       12384.758;       12200.253;          67.318 ( 0.552 %);  10245.689
