     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;         33;          95.606;           3.333;           4.848;           3.412;           0.273 ( 8.008 %);  17886.783
   UNROLL8;           0.125;           0.000;           0.000;          8;         33;          81.597;           7.879;          10.636;           8.012;           0.489 ( 6.098 %);   7618.027
     CBLAS;           0.125;           0.000;           0.000;          8;         33;          84.511;          18.818;          73.152;          20.911;           9.388 (44.895 %);   2918.816
