     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;         512.000;           0.500;           0.000;      32768;         33;     4495024.036;       12157.939;       12450.333;       12196.732;          68.252 ( 0.560 %);  20497.294
   UNROLL4;         512.000;           0.500;           0.000;      32768;         33;     4772620.607;       10105.303;       10606.576;       10167.358;          99.154 ( 0.975 %);  24588.492
   UNROLL8;         512.000;           0.500;           0.000;      32768;         33;     2462253.235;       15462.667;       15891.939;       15515.243;          81.987 ( 0.528 %);  16113.186
     CBLAS;         512.000;           0.500;           0.000;      32768;         33;    54940416.052;       24322.000;       24666.879;       24417.494;          96.011 ( 0.393 %);  10238.561
