     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;          16.000;           0.016;           0.000;       1024;         33;       66265.293;         831.242;         876.818;         833.207;           7.953 ( 0.954 %);   9376.426
   UNROLL4;          16.000;           0.016;           0.000;       1024;         33;       69133.117;         322.121;         324.848;         322.708;           0.643 ( 0.199 %);  24209.193
   UNROLL8;          16.000;           0.016;           0.000;       1024;         33;       52286.779;         482.091;         485.152;         482.403;           0.526 ( 0.109 %);  16194.962
     CBLAS;          16.000;           0.016;           0.000;       1024;         33;       26617.957;         753.515;         799.697;         755.034;           8.019 ( 1.062 %);  10347.216
