     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           1.000;           0.001;           0.000;         64;         33;        1362.331;          41.576;          48.576;          41.926;           1.203 ( 2.870 %);  11646.369
   UNROLL4;           1.000;           0.001;           0.000;         64;         33;        2299.103;          50.394;          54.970;          50.800;           0.761 ( 1.499 %);   9611.870
   UNROLL8;           1.000;           0.001;           0.000;         64;         33;       12219.211;          32.485;          34.606;          32.623;           0.387 ( 1.186 %);  14967.581
     CBLAS;           1.000;           0.001;           0.000;         64;         33;        2744.981;          91.667;         144.818;          93.454;           9.225 ( 9.872 %);   5224.851
