     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;          16.000;           0.016;           0.000;       1024;         33;     2218733.798;         191.242;         197.667;         191.544;           1.108 ( 0.578 %);  40787.055
   UNROLL4;          16.000;           0.016;           0.000;       1024;         33;      218536.956;         254.091;         257.152;         254.353;           0.525 ( 0.206 %);  30715.233
   UNROLL8;          16.000;           0.016;           0.000;       1024;         33;      583382.068;         263.212;         265.939;         263.544;           0.452 ( 0.172 %);  29644.049
     CBLAS;          16.000;           0.016;           0.000;       1024;         33;       50642.946;         752.909;         808.485;         754.987;           9.622 ( 1.274 %);  10347.858
