     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;          64.000;           0.062;           0.000;       4096;         33;      284999.708;       11141.515;       11314.576;       11175.180;          55.510 ( 0.497 %);   2796.376
   UNROLL4;          64.000;           0.062;           0.000;       4096;         33;      314758.127;       11134.515;       11320.333;       11165.182;          50.718 ( 0.454 %);   2798.880
   UNROLL8;          64.000;           0.062;           0.000;       4096;         33;      411428.281;       11196.758;       11695.879;       11240.961;          93.231 ( 0.829 %);   2780.011
     CBLAS;          64.000;           0.062;           0.000;       4096;         33;      224422.416;        3038.424;        3217.273;        3052.403;          39.858 ( 1.306 %);  10237.835
