     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;         512.000;           0.500;           0.000;      32768;         33;     2193870.059;        6130.303;        6369.242;        6179.177;          62.903 ( 1.018 %);  40458.461
   UNROLL4;         512.000;           0.500;           0.000;      32768;         33;     4071685.367;        8165.333;        8319.242;        8212.839;          49.633 ( 0.604 %);  30440.143
   UNROLL8;         512.000;           0.500;           0.000;      32768;         33;     8078185.338;        8344.121;        8655.333;        8390.635;          64.997 ( 0.775 %);  29795.121
     CBLAS;         512.000;           0.500;           0.000;      32768;         33;     4551915.722;       24335.061;       24747.939;       24415.883;          93.536 ( 0.383 %);  10239.236
