     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           4.000;           0.004;           0.000;        256;         33;       23492.452;         190.030;         194.303;         190.392;           0.716 ( 0.376 %);  10258.435
   UNROLL4;           4.000;           0.004;           0.000;        256;         33;       10850.286;         183.667;         189.121;         184.450;           0.938 ( 0.509 %);  10588.916
   UNROLL8;           4.000;           0.004;           0.000;        256;         33;        6241.107;         122.333;         125.061;         122.784;           0.438 ( 0.357 %);  15906.973
     CBLAS;           4.000;           0.004;           0.000;        256;         33;       50160.832;         412.909;         465.727;         414.819;           9.140 ( 2.203 %);   4708.378
