     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           8.000;           0.008;           0.000;        512;         33;       17520.244;         181.545;         183.364;         181.803;           0.316 ( 0.174 %);  21486.220
   UNROLL4;           8.000;           0.008;           0.000;        512;         33;       29170.293;         163.030;         165.455;         163.161;           0.428 ( 0.262 %);  23941.121
   UNROLL8;           8.000;           0.008;           0.000;        512;         33;       12559.278;         242.576;         245.000;         242.945;           0.377 ( 0.155 %);  16078.748
     CBLAS;           8.000;           0.008;           0.000;        512;         33;       26310.359;         374.939;         405.909;         376.132;           5.347 ( 1.422 %);  10385.310
